dish_id,total_calories,total_mass,ingredients,split
dish_1561661972,12.09,39.0,ingr_0000000043,train
dish_1558722906,95.489998,90.0,ingr_0000000205,train
dish_1557853314,115.413002,93.0,ingr_0000000192,train
dish_1562963246,324.39798,122.0,ingr_0000000011,test
dish_1560366998,39.600002,131.0,ingr_0000000112;ingr_0000000471,train
dish_1565896745,368.540344,244.0,ingr_0000000312;ingr_0000000515;ingr_0000000291;ingr_0000000122;ingr_0000000124;ingr_0000000007;ingr_0000000189;ingr_0000000010;ingr_0000000517;ingr_0000000201;ingr_0000000514;ingr_0000000161;ingr_0000000072;ingr_0000000126;ingr_0000000367,test
dish_1564777986,372.230896,221.0,ingr_0000000011;ingr_0000000027;ingr_0000000161;ingr_0000000511;ingr_0000000133;ingr_0000000094;ingr_0000000189;ingr_0000000291;ingr_0000000513;ingr_0000000525;ingr_0000000025,train
dish_1560526472,113.672775,114.0,ingr_0000000291;ingr_0000000045;ingr_0000000032;ingr_0000000161;ingr_0000000077;ingr_0000000126;ingr_0000000524;ingr_0000000526;ingr_0000000189;ingr_0000000201;ingr_0000000036;ingr_0000000031;ingr_0000000013;ingr_0000000122,test
dish_1563565683,65.742775,63.0,ingr_0000000161;ingr_0000000517;ingr_0000000471;ingr_0000000049;ingr_0000000527;ingr_0000000133;ingr_0000000122;ingr_0000000524;ingr_0000000520;ingr_0000000072;ingr_0000000291;ingr_0000000514,train
dish_1558459528,11.52,64.0,ingr_0000000471,train
dish_1561578839,362.154694,214.0,ingr_0000000189;ingr_0000000126;ingr_0000000011;ingr_0000000291;ingr_0000000124;ingr_0000000027;ingr_0000000312;ingr_0000000161;ingr_0000000517;ingr_0000000515;ingr_0000000201,test
dish_1562787817,348.898071,184.0,ingr_0000000312;ingr_0000000054;ingr_0000000515;ingr_0000000023;ingr_0000000413;ingr_0000000524;ingr_0000000122;ingr_0000000133;ingr_0000000161;ingr_0000000471;ingr_0000000291;ingr_0000000027;ingr_0000000462;ingr_0000000521;ingr_0000000520;ingr_0000000094;ingr_0000000526;ingr_0000000473;ingr_0000000189;ingr_0000000153,train
dish_1560367296,184.383316,362.0,ingr_0000000463;ingr_0000000126;ingr_0000000050;ingr_0000000189;ingr_0000000049;ingr_0000000030;ingr_0000000014;ingr_0000000029;ingr_0000000534;ingr_0000000122;ingr_0000000291;ingr_0000000535;ingr_0000000094;ingr_0000000161;ingr_0000000515;ingr_0000000046;ingr_0000000471;ingr_0000000531;ingr_0000000112;ingr_0000000045;ingr_0000000031,train
dish_1560369421,413.946655,411.0,ingr_0000000462;ingr_0000000335;ingr_0000000312;ingr_0000000049;ingr_0000000534;ingr_0000000291;ingr_0000000122;ingr_0000000027;ingr_0000000521;ingr_0000000133;ingr_0000000535;ingr_0000000161;ingr_0000000189;ingr_0000000023;ingr_0000000471;ingr_0000000026;ingr_0000000014;ingr_0000000094;ingr_0000000524;ingr_0000000520,train
dish_1565981769,23.104424,47.0,ingr_0000000312;ingr_0000000161;ingr_0000000045;ingr_0000000291,train
dish_1557862783,442.97998,258.0,ingr_0000000007;ingr_0000000010;ingr_0000000028,test
dish_1558549086,73.150002,95.0,ingr_0000000005,train
dish_1562945131,37.323902,67.0,ingr_0000000027;ingr_0000000161,train
dish_1562784242,85.120003,32.0,ingr_0000000380,train
dish_1564685406,367.6474,192.0,ingr_0000000033;ingr_0000000010;ingr_0000000471;ingr_0000000189;ingr_0000000113;ingr_0000000036;ingr_0000000312;ingr_0000000094;ingr_0000000367;ingr_0000000030;ingr_0000000029;ingr_0000000161;ingr_0000000031;ingr_0000000291;ingr_0000000513,train
dish_1562611878,286.894592,311.0,ingr_0000000187;ingr_0000000524;ingr_0000000291;ingr_0000000027;ingr_0000000161;ingr_0000000526;ingr_0000000021;ingr_0000000515;ingr_0000000189;ingr_0000000312,train
dish_1561579845,307.264221,163.0,ingr_0000000514;ingr_0000000516;ingr_0000000094;ingr_0000000441;ingr_0000000428;ingr_0000000312;ingr_0000000511;ingr_0000000122;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000515;ingr_0000000341;ingr_0000000519;ingr_0000000518;ingr_0000000161;ingr_0000000520;ingr_0000000291;ingr_0000000133;ingr_0000000028;ingr_0000000046;ingr_0000000189;ingr_0000000521,train
dish_1560543505,66.18,172.0,ingr_0000000032;ingr_0000000006,train
dish_1559844928,66.220001,86.0,ingr_0000000005,train
dish_1563555100,190.920013,186.0,ingr_0000000037;ingr_0000000008,train
dish_1562945332,246.650803,325.0,ingr_0000000543;ingr_0000000027;ingr_0000000545;ingr_0000000128;ingr_0000000161;ingr_0000000502,train
dish_1558721700,19.040001,56.0,ingr_0000000037,train
dish_1561146781,300.100006,223.0,ingr_0000000264;ingr_0000000054,train
dish_1564601470,15.841,73.0,ingr_0000000342,train
dish_1559246053,251.04599,494.0,ingr_0000000007;ingr_0000000058;ingr_0000000013;ingr_0000000213,train
dish_1562096608,176.712036,163.0,ingr_0000000291;ingr_0000000189;ingr_0000000043;ingr_0000000102;ingr_0000000161;ingr_0000000094;ingr_0000000029;ingr_0000000095;ingr_0000000367;ingr_0000000033;ingr_0000000527;ingr_0000000049;ingr_0000000542;ingr_0000000463;ingr_0000000515;ingr_0000000524;ingr_0000000122;ingr_0000000312;ingr_0000000377,train
dish_1565711527,484.807251,302.0,ingr_0000000291;ingr_0000000312;ingr_0000000016;ingr_0000000008;ingr_0000000161;ingr_0000000015,test
dish_1560453412,591.07843,631.0,ingr_0000000332;ingr_0000000512;ingr_0000000161;ingr_0000000036;ingr_0000000021;ingr_0000000514;ingr_0000000518;ingr_0000000521;ingr_0000000516;ingr_0000000485;ingr_0000000032;ingr_0000000028;ingr_0000000122;ingr_0000000043;ingr_0000000312;ingr_0000000515;ingr_0000000023;ingr_0000000009;ingr_0000000524;ingr_0000000520;ingr_0000000291,train
dish_1565123881,406.821747,515.0,ingr_0000000006;ingr_0000000161;ingr_0000000094;ingr_0000000011;ingr_0000000485;ingr_0000000511;ingr_0000000513;ingr_0000000133;ingr_0000000525;ingr_0000000291;ingr_0000000025;ingr_0000000529;ingr_0000000189,test
dish_1563996656,376.620392,284.0,ingr_0000000045;ingr_0000000523;ingr_0000000122;ingr_0000000133;ingr_0000000312;ingr_0000000448;ingr_0000000023;ingr_0000000189;ingr_0000000006;ingr_0000000010;ingr_0000000161;ingr_0000000522;ingr_0000000520;ingr_0000000524;ingr_0000000291,train
dish_1566931548,154.980011,253.0,ingr_0000000029;ingr_0000000012;ingr_0000000027,train
dish_1561661552,394.725677,325.0,ingr_0000000122;ingr_0000000508;ingr_0000000291;ingr_0000000525;ingr_0000000031;ingr_0000000462;ingr_0000000027;ingr_0000000312;ingr_0000000026;ingr_0000000328,train
dish_1562009314,99.567535,195.0,ingr_0000000016;ingr_0000000291;ingr_0000000312;ingr_0000000161,train
dish_1561392459,395.225983,275.0,ingr_0000000002;ingr_0000000039;ingr_0000000008;ingr_0000000027,train
dish_1561480460,285.402008,277.0,ingr_0000000038;ingr_0000000008;ingr_0000000080;ingr_0000000013,train
dish_1562094694,134.596008,142.0,ingr_0000000043;ingr_0000000189;ingr_0000000471;ingr_0000000029;ingr_0000000045;ingr_0000000122;ingr_0000000291;ingr_0000000524;ingr_0000000161;ingr_0000000031,train
dish_1565895808,51.80175,99.0,ingr_0000000043;ingr_0000000161,train
dish_1560888817,47.939999,34.0,ingr_0000000433,train
dish_1563475826,74.279999,176.0,ingr_0000000112;ingr_0000000038,train
dish_1563550950,183.169998,93.0,ingr_0000000008;ingr_0000000004;ingr_0000000052,train
dish_1562959700,315.413727,153.0,ingr_0000000462;ingr_0000000312;ingr_0000000026;ingr_0000000508;ingr_0000000122;ingr_0000000525;ingr_0000000291;ingr_0000000328,train
dish_1558458541,294.830994,51.0,ingr_0000000077,train
dish_1566414780,807.416321,651.0,ingr_0000000514;ingr_0000000028;ingr_0000000341;ingr_0000000519;ingr_0000000043;ingr_0000000520;ingr_0000000161;ingr_0000000518;ingr_0000000094;ingr_0000000122;ingr_0000000428;ingr_0000000049;ingr_0000000312;ingr_0000000006;ingr_0000000515;ingr_0000000046;ingr_0000000441;ingr_0000000535;ingr_0000000516;ingr_0000000521;ingr_0000000133;ingr_0000000534;ingr_0000000433;ingr_0000000291,train
dish_1567785130,76.690483,59.0,ingr_0000000040;ingr_0000000338;ingr_0000000294;ingr_0000000041;ingr_0000000029,train
dish_1563567319,398.630829,382.0,ingr_0000000049;ingr_0000000471;ingr_0000000291;ingr_0000000514;ingr_0000000517;ingr_0000000072;ingr_0000000520;ingr_0000000524;ingr_0000000122;ingr_0000000133;ingr_0000000161;ingr_0000000527,train
dish_1558375833,317.032013,92.0,ingr_0000000039,test
dish_1561576074,374.54538,216.0,ingr_0000000025;ingr_0000000011;ingr_0000000428;ingr_0000000012;ingr_0000000520;ingr_0000000518;ingr_0000000516;ingr_0000000515;ingr_0000000161;ingr_0000000094;ingr_0000000046;ingr_0000000511;ingr_0000000433;ingr_0000000133;ingr_0000000519;ingr_0000000122;ingr_0000000525;ingr_0000000513;ingr_0000000028;ingr_0000000312;ingr_0000000514;ingr_0000000189;ingr_0000000148;ingr_0000000441;ingr_0000000341;ingr_0000000521;ingr_0000000471;ingr_0000000291,train
dish_1561737776,375.299988,139.0,ingr_0000000264;ingr_0000000495,train
dish_1564778057,575.185059,377.0,ingr_0000000525;ingr_0000000122;ingr_0000000535;ingr_0000000508;ingr_0000000152;ingr_0000000180;ingr_0000000094;ingr_0000000126;ingr_0000000124;ingr_0000000035;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000027;ingr_0000000513;ingr_0000000045;ingr_0000000025;ingr_0000000189;ingr_0000000161;ingr_0000000011;ingr_0000000030;ingr_0000000073;ingr_0000000029,train
dish_1566330466,377.425903,283.0,ingr_0000000025;ingr_0000000525;ingr_0000000513;ingr_0000000194;ingr_0000000189;ingr_0000000094;ingr_0000000161;ingr_0000000133;ingr_0000000511;ingr_0000000291;ingr_0000000007,train
dish_1563823423,700.530396,441.0,ingr_0000000026;ingr_0000000007;ingr_0000000508;ingr_0000000006;ingr_0000000010;ingr_0000000036;ingr_0000000050;ingr_0000000122;ingr_0000000535;ingr_0000000027;ingr_0000000291;ingr_0000000028;ingr_0000000540;ingr_0000000043;ingr_0000000514;ingr_0000000189;ingr_0000000161;ingr_0000000367,train
dish_1563464457,158.990005,163.0,ingr_0000000121;ingr_0000000004;ingr_0000000013,train
dish_1559925037,54.099998,10.0,ingr_0000000004,train
dish_1565898432,450.224976,282.0,ingr_0000000133;ingr_0000000201;ingr_0000000515;ingr_0000000043;ingr_0000000540;ingr_0000000036;ingr_0000000023;ingr_0000000448;ingr_0000000517;ingr_0000000161;ingr_0000000126;ingr_0000000124;ingr_0000000203;ingr_0000000367;ingr_0000000122;ingr_0000000523;ingr_0000000332;ingr_0000000525;ingr_0000000025;ingr_0000000189;ingr_0000000312;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000511;ingr_0000000513,test
dish_1566328961,605.81781,308.0,ingr_0000000033;ingr_0000000133;ingr_0000000122;ingr_0000000448;ingr_0000000036;ingr_0000000161;ingr_0000000011;ingr_0000000312;ingr_0000000511;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000189;ingr_0000000094;ingr_0000000291;ingr_0000000032;ingr_0000000028,train
dish_1562602627,577.176025,171.0,ingr_0000000015;ingr_0000000039,train
dish_1564589366,324.25,348.0,ingr_0000000128;ingr_0000000433,train
dish_1564170923,378.817108,319.0,ingr_0000000518;ingr_0000000161;ingr_0000000514;ingr_0000000072;ingr_0000000291;ingr_0000000332;ingr_0000000312;ingr_0000000517;ingr_0000000023;ingr_0000000515,train
dish_1562788536,245.132004,190.0,ingr_0000000413;ingr_0000000205,test
dish_1558113255,30.6,90.0,ingr_0000000037,train
dish_1565987054,260.569977,213.0,ingr_0000000036;ingr_0000000028,train
dish_1563565508,403.862,387.0,ingr_0000000421;ingr_0000000189;ingr_0000000034;ingr_0000000094;ingr_0000000148;ingr_0000000518;ingr_0000000045;ingr_0000000291;ingr_0000000026;ingr_0000000515;ingr_0000000524;ingr_0000000140;ingr_0000000161;ingr_0000000527;ingr_0000000179;ingr_0000000525;ingr_0000000341;ingr_0000000046;ingr_0000000517;ingr_0000000072;ingr_0000000122;ingr_0000000049;ingr_0000000471;ingr_0000000514;ingr_0000000201;ingr_0000000520;ingr_0000000205;ingr_0000000126;ingr_0000000082;ingr_0000000133;ingr_0000000306,test
dish_1565811025,361.050018,277.0,ingr_0000000036;ingr_0000000028;ingr_0000000027,test
dish_1564000536,659.906189,397.0,ingr_0000000187;ingr_0000000519;ingr_0000000341;ingr_0000000520;ingr_0000000521;ingr_0000000161;ingr_0000000133;ingr_0000000428;ingr_0000000011;ingr_0000000312;ingr_0000000514;ingr_0000000028;ingr_0000000524;ingr_0000000526;ingr_0000000516;ingr_0000000515;ingr_0000000441;ingr_0000000046;ingr_0000000518;ingr_0000000189;ingr_0000000122;ingr_0000000291;ingr_0000000006,train
dish_1559678457,624.236084,465.0,ingr_0000000122;ingr_0000000133;ingr_0000000514;ingr_0000000161;ingr_0000000031;ingr_0000000511;ingr_0000000525;ingr_0000000025;ingr_0000000036;ingr_0000000189;ingr_0000000526;ingr_0000000126;ingr_0000000094;ingr_0000000291;ingr_0000000027;ingr_0000000032;ingr_0000000513,train
dish_1558722685,25.84,76.0,ingr_0000000037,train
dish_1566851584,286.294983,222.0,ingr_0000000006;ingr_0000000011,test
dish_1565020926,398.496124,489.0,ingr_0000000161;ingr_0000000437;ingr_0000000440;ingr_0000000013;ingr_0000000545;ingr_0000000128;ingr_0000000543;ingr_0000000502;ingr_0000000004,test
dish_1560357792,145.150009,50.0,ingr_0000000337,train
dish_1561739719,350.163513,637.0,ingr_0000000437;ingr_0000000027;ingr_0000000040;ingr_0000000013;ingr_0000000029;ingr_0000000041;ingr_0000000294;ingr_0000000338,train
dish_1561748862,154.772949,87.0,ingr_0000000515;ingr_0000000023;ingr_0000000332;ingr_0000000518;ingr_0000000161;ingr_0000000312;ingr_0000000291,train
dish_1559842409,359.192993,179.0,ingr_0000000002;ingr_0000000507;ingr_0000000027;ingr_0000000077,train
dish_1562173411,638.257996,159.0,ingr_0000000004;ingr_0000000039,train
dish_1558723742,375.109985,264.0,ingr_0000000045;ingr_0000000077;ingr_0000000205;ingr_0000000007,train
dish_1560455000,12.800001,84.0,ingr_0000000471;ingr_0000000031,train
dish_1562010821,274.149384,134.0,ingr_0000000448;ingr_0000000524;ingr_0000000116;ingr_0000000122;ingr_0000000520;ingr_0000000291;ingr_0000000152;ingr_0000000312;ingr_0000000462;ingr_0000000514;ingr_0000000045;ingr_0000000161,train
dish_1566416701,198.53717,122.0,ingr_0000000122;ingr_0000000046;ingr_0000000514;ingr_0000000161;ingr_0000000441;ingr_0000000291;ingr_0000000133;ingr_0000000428;ingr_0000000312;ingr_0000000515;ingr_0000000341;ingr_0000000519;ingr_0000000518;ingr_0000000521;ingr_0000000516;ingr_0000000520;ingr_0000000028,test
dish_1567526814,408.25,639.0,ingr_0000000128;ingr_0000000121;ingr_0000000192;ingr_0000000437;ingr_0000000161,train
dish_1560527070,53.129997,69.0,ingr_0000000005,train
dish_1559590130,194.405991,152.0,ingr_0000000014;ingr_0000000028,train
dish_1568047973,295.559052,234.0,ingr_0000000027;ingr_0000000161;ingr_0000000008,train
dish_1565034681,323.553284,185.0,ingr_0000000124;ingr_0000000312;ingr_0000000517;ingr_0000000201;ingr_0000000031;ingr_0000000367;ingr_0000000291;ingr_0000000030;ingr_0000000126;ingr_0000000011;ingr_0000000471;ingr_0000000189;ingr_0000000515;ingr_0000000161;ingr_0000000380;ingr_0000000094;ingr_0000000029,test
dish_1562180157,1009.176697,557.0,ingr_0000000161;ingr_0000000077;ingr_0000000036;ingr_0000000126;ingr_0000000004;ingr_0000000028;ingr_0000000045;ingr_0000000291;ingr_0000000221;ingr_0000000201;ingr_0000000021;ingr_0000000189;ingr_0000000200;ingr_0000000318;ingr_0000000122;ingr_0000000524;ingr_0000000520;ingr_0000000518,train
dish_1565627800,167.18927,261.0,ingr_0000000437;ingr_0000000161;ingr_0000000128,train
dish_1560800836,479.399994,170.0,ingr_0000000392,train
dish_1562086037,68.970001,121.0,ingr_0000000013,train
dish_1568405466,153.099411,189.0,ingr_0000000073;ingr_0000000161;ingr_0000000031;ingr_0000000180;ingr_0000000032;ingr_0000000045;ingr_0000000029;ingr_0000000508;ingr_0000000535;ingr_0000000038;ingr_0000000189;ingr_0000000036;ingr_0000000152;ingr_0000000526;ingr_0000000126;ingr_0000000291;ingr_0000000122,train
dish_1558639673,16.02,89.0,ingr_0000000471,train
dish_1560367116,108.409973,211.0,ingr_0000000535;ingr_0000000291;ingr_0000000050;ingr_0000000534;ingr_0000000094;ingr_0000000122;ingr_0000000112;ingr_0000000161;ingr_0000000049;ingr_0000000471,train
dish_1562959547,165.617737,145.0,ingr_0000000029;ingr_0000000070;ingr_0000000531;ingr_0000000031;ingr_0000000471;ingr_0000000312;ingr_0000000448;ingr_0000000377;ingr_0000000515;ingr_0000000189;ingr_0000000049;ingr_0000000541;ingr_0000000122;ingr_0000000045;ingr_0000000094;ingr_0000000126;ingr_0000000161;ingr_0000000523;ingr_0000000520;ingr_0000000036;ingr_0000000517;ingr_0000000030;ingr_0000000291,train
dish_1565711154,421.617584,385.0,ingr_0000000040;ingr_0000000004;ingr_0000000338;ingr_0000000294;ingr_0000000041;ingr_0000000128;ingr_0000000029,train
dish_1565638515,198.970978,165.0,ingr_0000000026;ingr_0000000122;ingr_0000000094;ingr_0000000485;ingr_0000000524;ingr_0000000161;ingr_0000000516;ingr_0000000462;ingr_0000000043;ingr_0000000515;ingr_0000000291,test
dish_1564073641,49.767807,52.0,ingr_0000000161;ingr_0000000437,train
dish_1566414891,213.994171,163.0,ingr_0000000201;ingr_0000000189;ingr_0000000515;ingr_0000000517;ingr_0000000161;ingr_0000000433;ingr_0000000122;ingr_0000000291;ingr_0000000082;ingr_0000000126,train
dish_1562876674,289.192596,157.0,ingr_0000000291;ingr_0000000011;ingr_0000000028;ingr_0000000534;ingr_0000000036;ingr_0000000524;ingr_0000000122;ingr_0000000021;ingr_0000000514;ingr_0000000521;ingr_0000000520;ingr_0000000485;ingr_0000000516;ingr_0000000161;ingr_0000000518;ingr_0000000312,train
dish_1558028690,23.76,66.0,ingr_0000000112,train
dish_1565987142,518.322998,426.0,ingr_0000000036;ingr_0000000031;ingr_0000000148;ingr_0000000028;ingr_0000000012,train
dish_1560874751,379.992004,220.0,ingr_0000000004;ingr_0000000013;ingr_0000000264;ingr_0000000495;ingr_0000000192,train
dish_1560456305,26.391596,21.0,ingr_0000000029;ingr_0000000030;ingr_0000000531;ingr_0000000126;ingr_0000000291;ingr_0000000161;ingr_0000000189;ingr_0000000515;ingr_0000000045,test
dish_1563393341,27.965,119.0,ingr_0000000027;ingr_0000000021;ingr_0000000485,train
dish_1562959379,57.066452,85.0,ingr_0000000029;ingr_0000000161;ingr_0000000073;ingr_0000000515;ingr_0000000189;ingr_0000000126;ingr_0000000031;ingr_0000000291;ingr_0000000531;ingr_0000000045;ingr_0000000030,train
dish_1559240256,18.9,54.0,ingr_0000000027,train
dish_1562959485,45.242737,36.0,ingr_0000000029;ingr_0000000030;ingr_0000000045;ingr_0000000531;ingr_0000000291;ingr_0000000126;ingr_0000000161;ingr_0000000189;ingr_0000000515,train
dish_1562170236,169.360001,333.0,ingr_0000000013;ingr_0000000121;ingr_0000000038,train
dish_1562876494,40.10693,26.0,ingr_0000000312;ingr_0000000028;ingr_0000000021;ingr_0000000514;ingr_0000000036;ingr_0000000485;ingr_0000000520;ingr_0000000516;ingr_0000000521;ingr_0000000161;ingr_0000000122;ingr_0000000518;ingr_0000000291;ingr_0000000524,test
dish_1558376984,671.67804,350.0,ingr_0000000077;ingr_0000000453;ingr_0000000039;ingr_0000000029;ingr_0000000440,test
dish_1563820806,207.814453,273.0,ingr_0000000028;ingr_0000000026;ingr_0000000540;ingr_0000000043;ingr_0000000036;ingr_0000000189;ingr_0000000021;ingr_0000000161;ingr_0000000485;ingr_0000000508;ingr_0000000122;ingr_0000000027;ingr_0000000535;ingr_0000000291,train
dish_1567801520,919.097168,600.0,ingr_0000000026;ingr_0000000328;ingr_0000000122;ingr_0000000508;ingr_0000000006;ingr_0000000291;ingr_0000000525;ingr_0000000312;ingr_0000000462,train
dish_1559239985,116.116005,203.0,ingr_0000000213,train
dish_1563477659,26.551344,52.0,ingr_0000000291;ingr_0000000312;ingr_0000000016;ingr_0000000161,train
dish_1562613974,416.196686,375.0,ingr_0000000518;ingr_0000000023;ingr_0000000515;ingr_0000000521;ingr_0000000161;ingr_0000000526;ingr_0000000473;ingr_0000000155;ingr_0000000189;ingr_0000000291;ingr_0000000054;ingr_0000000122;ingr_0000000133;ingr_0000000073;ingr_0000000021;ingr_0000000524;ingr_0000000520;ingr_0000000153;ingr_0000000027,train
dish_1567526888,479.179993,816.0,ingr_0000000013;ingr_0000000437;ingr_0000000161;ingr_0000000475;ingr_0000000128;ingr_0000000121;ingr_0000000192,train
dish_1558030832,89.352005,72.0,ingr_0000000192,train
dish_1565798531,61.576214,61.0,ingr_0000000189;ingr_0000000471;ingr_0000000030;ingr_0000000367;ingr_0000000291;ingr_0000000312;ingr_0000000029;ingr_0000000094;ingr_0000000031;ingr_0000000161,train
dish_1563555160,268.832642,287.0,ingr_0000000008;ingr_0000000161;ingr_0000000312;ingr_0000000291;ingr_0000000437;ingr_0000000037;ingr_0000000016,train
dish_1564777933,103.700996,39.0,ingr_0000000011,train
dish_1565981898,260.979767,290.0,ingr_0000000471;ingr_0000000201;ingr_0000000517;ingr_0000000161;ingr_0000000524;ingr_0000000124;ingr_0000000122;ingr_0000000291;ingr_0000000133;ingr_0000000312;ingr_0000000049;ingr_0000000050;ingr_0000000515;ingr_0000000514;ingr_0000000189;ingr_0000000126;ingr_0000000520;ingr_0000000527;ingr_0000000045,train
dish_1561739265,292.040009,308.0,ingr_0000000437;ingr_0000000015;ingr_0000000027;ingr_0000000128;ingr_0000000013,test
dish_1559062082,387.869995,311.0,ingr_0000000121;ingr_0000000179;ingr_0000000080;ingr_0000000437,train
dish_1559850314,296.617004,100.0,ingr_0000000077;ingr_0000000058,test
dish_1566417475,150.23053,198.0,ingr_0000000161;ingr_0000000126;ingr_0000000433;ingr_0000000291;ingr_0000000029;ingr_0000000528;ingr_0000000471;ingr_0000000189;ingr_0000000335,train
dish_1565119493,529.144897,280.0,ingr_0000000126;ingr_0000000161;ingr_0000000094;ingr_0000000189;ingr_0000000025;ingr_0000000006;ingr_0000000525;ingr_0000000133;ingr_0000000054;ingr_0000000513;ingr_0000000291;ingr_0000000011;ingr_0000000473;ingr_0000000036;ingr_0000000511,train
dish_1566920339,449.531708,730.0,ingr_0000000128;ingr_0000000437;ingr_0000000161,test
dish_1566402232,511.396118,841.0,ingr_0000000121;ingr_0000000037;ingr_0000000475;ingr_0000000128;ingr_0000000192;ingr_0000000013;ingr_0000000437;ingr_0000000161,train
dish_1560887435,364.529053,171.0,ingr_0000000380;ingr_0000000148;ingr_0000000306;ingr_0000000072;ingr_0000000140,train
dish_1558641358,24.25,97.0,ingr_0000000007,train
dish_1560801829,256.89563,178.0,ingr_0000000021;ingr_0000000161;ingr_0000000392;ingr_0000000291;ingr_0000000007,test
dish_1558724853,50.740002,118.0,ingr_0000000016,train
dish_1562008476,120.505836,120.0,ingr_0000000161;ingr_0000000016;ingr_0000000520;ingr_0000000524;ingr_0000000031;ingr_0000000122;ingr_0000000291;ingr_0000000045;ingr_0000000152;ingr_0000000312;ingr_0000000462;ingr_0000000514;ingr_0000000448;ingr_0000000116,train
dish_1563207277,153.089996,106.0,ingr_0000000192;ingr_0000000437;ingr_0000000161,train
dish_1563812508,112.839996,217.0,ingr_0000000128,train
dish_1568055963,36.799999,32.0,ingr_0000000012,train
dish_1559244417,72.832504,59.0,ingr_0000000312;ingr_0000000517;ingr_0000000201;ingr_0000000189;ingr_0000000515;ingr_0000000161;ingr_0000000126;ingr_0000000124;ingr_0000000291,train
dish_1562615283,176.535965,78.0,ingr_0000000038;ingr_0000000026;ingr_0000000520;ingr_0000000448;ingr_0000000010;ingr_0000000189;ingr_0000000072;ingr_0000000094;ingr_0000000122;ingr_0000000523;ingr_0000000291,train
dish_1565117429,390.872986,147.0,ingr_0000000011,test
dish_1560802149,365.517456,249.0,ingr_0000000026;ingr_0000000515;ingr_0000000244;ingr_0000000021;ingr_0000000140;ingr_0000000161;ingr_0000000518;ingr_0000000516;ingr_0000000291;ingr_0000000122;ingr_0000000471;ingr_0000000036;ingr_0000000148;ingr_0000000462;ingr_0000000514;ingr_0000000306;ingr_0000000524;ingr_0000000485;ingr_0000000072;ingr_0000000094,train
dish_1564689138,268.266998,223.0,ingr_0000000122;ingr_0000000094;ingr_0000000520;ingr_0000000126;ingr_0000000161;ingr_0000000077;ingr_0000000029;ingr_0000000367;ingr_0000000471;ingr_0000000312;ingr_0000000031;ingr_0000000036;ingr_0000000201;ingr_0000000189;ingr_0000000515;ingr_0000000524;ingr_0000000030;ingr_0000000291;ingr_0000000045;ingr_0000000187;ingr_0000000213,test
dish_1562180025,798.913696,256.0,ingr_0000000004;ingr_0000000122;ingr_0000000028;ingr_0000000318;ingr_0000000520;ingr_0000000524;ingr_0000000518;ingr_0000000221;ingr_0000000200;ingr_0000000291,train
dish_1562872432,259.08316,257.0,ingr_0000000514;ingr_0000000472;ingr_0000000521;ingr_0000000520;ingr_0000000485;ingr_0000000021;ingr_0000000161;ingr_0000000036;ingr_0000000312;ingr_0000000028;ingr_0000000525;ingr_0000000524;ingr_0000000122;ingr_0000000291;ingr_0000000516;ingr_0000000518,train
dish_1563897938,54.099998,10.0,ingr_0000000004,test
dish_1562686548,413.493988,280.0,ingr_0000000008;ingr_0000000192;ingr_0000000510,train
dish_1562184705,635.19043,376.0,ingr_0000000514;ingr_0000000517;ingr_0000000010;ingr_0000000471;ingr_0000000004;ingr_0000000133;ingr_0000000291;ingr_0000000527;ingr_0000000520;ingr_0000000161;ingr_0000000043;ingr_0000000049;ingr_0000000122;ingr_0000000027;ingr_0000000524;ingr_0000000072,train
dish_1566934366,87.746994,33.0,ingr_0000000011,train
dish_1561134102,24.300001,81.0,ingr_0000000121,train
dish_1568318286,32.200001,115.0,ingr_0000000029,train
dish_1565727921,768.554016,397.0,ingr_0000000320;ingr_0000000028;ingr_0000000012;ingr_0000000161;ingr_0000000027;ingr_0000000148;ingr_0000000029,train
dish_1563568148,170.995789,225.0,ingr_0000000122;ingr_0000000133;ingr_0000000527;ingr_0000000161;ingr_0000000524;ingr_0000000072;ingr_0000000520;ingr_0000000517;ingr_0000000514;ingr_0000000525;ingr_0000000291;ingr_0000000049;ingr_0000000471,train
dish_1565119698,222.235489,308.0,ingr_0000000485;ingr_0000000072;ingr_0000000094;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000189;ingr_0000000517;ingr_0000000529;ingr_0000000161,train
dish_1564428404,113.751038,104.0,ingr_0000000161;ingr_0000000094;ingr_0000000126;ingr_0000000213;ingr_0000000291;ingr_0000000029;ingr_0000000122;ingr_0000000471;ingr_0000000189,train
dish_1562958809,511.673645,389.0,ingr_0000000029;ingr_0000000122;ingr_0000000126;ingr_0000000535;ingr_0000000180;ingr_0000000152;ingr_0000000328;ingr_0000000462;ingr_0000000517;ingr_0000000036;ingr_0000000189;ingr_0000000026;ingr_0000000525;ingr_0000000508;ingr_0000000070;ingr_0000000291;ingr_0000000031;ingr_0000000161;ingr_0000000073;ingr_0000000312;ingr_0000000471;ingr_0000000045,train
